32,20
78,36
96,96
44,47
64,24
85,97
17,40
38,18
16,28
60,41
45,100
95,18
55,70
91,88
20,8
71,90
34,74
14,42
17,6
60,55
57,61
49,98
73,30
6,86
7,22
97,29
20,81
76,92
47,3
97,24
40,60
60,38
72,55
29,60
98,60
23,41
48,100
83,77
21,84
37,52
86,16
51,47
3,53
32,60
46,41
97,72
53,79
64,5
32,73
19,47
31,84
89,60
43,39
21,89
98,46
55,33
3,93
32,31
48,36
96,60
12,28
81,39
28,78
72,77
78,30
73,33
95,97
56,95
17,88
31,40
89,94
43,95
91,23
32,90
48,42
28,60
7,97
13,26
54,37
97,45
71,94
77,89
49,2
81,98
88,65
31,91
72,43
63,78
21,26
33,37
81,66
86,55
53,10
17,55
34,93
51,99
18,36
50,56
11,93
48,72
28,1
99,34
18,94
79,96
91,65
31,18
14,7
1,20
95,25
97,2
43,43
79,18
77,73
45,15
94,52
6,84
20,10
83,11
85,85
12,78
78,31
41,27
55,87
32,2
23,35
37,48
30,67
47,36
50,6
77,31
43,70
12,39
73,36
59,83
82,76
70,42
29,19
17,38
78,1
69,40
26,31
92,93
83,10
72,31
17,10
61,28
91,55
81,62
88,55
28,34
100,1
62,54
77,36
83,93
23,26
78,54
5,94
90,38
36,62
56,62
47,99
90,42
100,70
24,51
95,25
5,97
10,52
41,50
94,19
11,10
100,76
23,47
17,58
30,90
17,70
49,25
94,49
96,11
88,50
54,85
14,22
84,4
80,55
13,81
91,5
16,29
40,66
24,83
30,89
42,67
32,70
7,56
56,9
71,65
13,71
87,41
48,84
69,95
61,95
77,91
34,16
15,39
94,16
8,5
71,87
94,39
29,88
100,60
76,57
56,42
51,62
95,37
20,49
13,33
78,61
39,89
65,32
67,79
65,18
74,55
16,25
76,87
34,16
27,55
94,44
27,21
27,62
62,78
84,62
56,59
29,48
50,82
66,48
22,78
6,62
90,43
75,96
45,76
54,61
54,77
78,35
24,99
50,28
85,37
83,87
65,75
11,90
28,65
67,36
43,6
96,100
88,41
99,91
73,73
95,53
13,49
81,37
57,44
98,60
38,96
91,86
26,80
18,28
49,43
54,53
58,10
62,89
45,77
51,64
37,87
85,33
3,54
31,87
80,2
82,3
81,63
39,53
52,48
17,30
88,94
97,64
33,13
11,38
95,16
31,27
38,2
37,55
21,44
90,40
19,69
43,55
25,35
69,45
27,33
35,9
96,40
87,50
70,37
90,40
63,76
72,89
7,57
36,13
82,79
39,85
14,73
52,90
47,2
80,17
16,37
39,7
7,3
24,52
52,27
42,73
8,44
84,64
49,32
78,19
28,78
37,73
36,52
67,28
77,98
45,97
29,41
79,21
4,20
10,46
56,88
98,68
56,89
54,1
85,67
82,73
79,45
46,22
59,46
100,37
38,76
11,53
40,96
73,69
31,66
39,48
2,43
74,60
72,13
21,38
67,34
69,11
73,45
14,89
38,3
41,46
66,23
9,59
7,33
36,9
13,80
93,3
33,43
98,75
39,62
68,53
42,50
35,39
51,78
63,15
29,98
24,90
95,34
48,82
56,96
83,7
97,58
73,98
54,50
42,37
96,95
56,32
58,39
26,14
5,32
79,98
53,53
36,42
45,21
42,91
9,63
88,51
17,30
3,37
35,52
87,45
5,55
99,35
89,24
61,65
20,73
30,32
92,41
76,74
1,42
94,13
32,65
54,58
43,59
2,16
39,74
51,67
80,99
38,32
66,25
13,35
71,57
66,86
51,85
30,86
35,27
55,12
49,16
97,76
37,52
7,66
63,40
6,43
71,27
74,42
30,31
84,26
69,18
49,18
7,48
1,16
98,32
90,44
88,75
10,24
11,46
64,19
65,79
53,18
94,34
9,30
22,100
85,84
27,61
68,67
99,94
71,18
88,37
57,94
39,91
1,29
25,96
11,54
9,85
66,74
62,99
9,85
29,43
1,22
41,6
18,49
38,33
12,72
34,78
53,62
11,81
43,33
69,13
51,100
80,19
32,73
26,95
95,1
61,88
59,32
2,24
62,100
13,44
61,96
90,64
90,91
28,94
45,27
7,3
68,51
86,45
80,76
4,34
69,46
10,50
24,58
98,69
58,60
34,41
2,78
41,86
24,5
88,53
81,51
35,48
7,86
70,56
33,17
23,15
3,33
38,52
82,58
14,24
55,100
26,40
74,98
40,72
70,50
57,12
90,8
5,28
28,13
29,71
98,50
45,18
55,84
34,56
66,70
68,69
21,83
90,36
97,34
90,24
7,32
66,33
4,45
79,74
12,37
60,91
3,43
15,16
74,19
29,44
15,91
46,81
28,2
95,64
5,49
56,45
72,50
62,6
53,19
10,41
50,48
47,55
30,73
78,38
30,5
4,39
69,99
81,28
97,52
67,96
87,59
60,59
98,67
85,85
13,58
69,89
69,93
1,20
53,51
37,69
90,99
85,92
59,90
9,30
13,75
49,70
4,9
80,51
55,34
12,19
64,71
97,5
23,4
81,12
35,20
31,71
23,59
74,92
17,19
96,20
43,44
24,67
39,86
19,87
41,65
31,80
40,30
18,43
65,75
28,1
80,40
75,72
93,6
49,97
19,97
12,59
60,79
73,6
5,46
20,19
68,70
98,43
58,65
12,72
84,29
35,2
4,34
15,69
60,73
99,25
1,16
85,87
84,46
35,4
100,26
86,76
37,78
76,67
86,1
78,8
22,66
16,70
74,69
21,17
95,30
43,7
52,100
6,37
40,24
8,30
61,69
95,62
92,35
54,96
63,47
22,62
10,29
76,10
66,14
5,12
17,68
54,10
52,74
61,59
95,58
51,82
70,88
12,17
73,87
71,62
81,33
